Datetime dTdt
"05.08.2016 16:00:00" -0.0016808318309926033
"05.08.2016 17:00:00" -0.0016453634566080714
"05.08.2016 18:00:00" -0.0016573147248391904
"05.08.2016 19:00:00" -0.0018242624151819941
"05.08.2016 20:00:00" -0.001873337622513413
"05.08.2016 21:00:00" -0.0019412812235770779
"05.08.2016 22:00:00" -0.002120507192028443
"05.08.2016 23:00:00" -0.0023477767303886313
"06.08.2016 00:00:00" -0.002699167326131108
"06.08.2016 01:00:00" -0.003000945844438642
"06.08.2016 02:00:00" -0.0032308940276364094
"06.08.2016 03:00:00" -0.0035974034556410257
"06.08.2016 04:00:00" -0.003925086758725271
"06.08.2016 05:00:00" -0.003989581358793842
"06.08.2016 06:00:00" -0.0037478558578670075
"06.08.2016 07:00:00" -0.0032900743500993536
"06.08.2016 08:00:00" -0.0026844498465910522
"06.08.2016 09:00:00" -0.0019905387167741943
"06.08.2016 10:00:00" -0.0013961402174807755
"06.08.2016 11:00:00" -0.0009409931840434674
"06.08.2016 12:00:00" -0.00040821376019320487
"06.08.2016 13:00:00" 9.523676710931228e-05
"06.08.2016 14:00:00" 0.0004408208962350767
"06.08.2016 15:00:00" 0.0006544283905288517
"06.08.2016 16:00:00" 0.0006349755399889822
"06.08.2016 17:00:00" 0.00039121890148422357
"06.08.2016 18:00:00" 4.50781897621016e-05
"06.08.2016 19:00:00" -0.0002967226323824081
"06.08.2016 20:00:00" -0.0005502621870079887
"06.08.2016 21:00:00" -0.0007589223850458271
"06.08.2016 22:00:00" -0.0010001362671957087
"06.08.2016 23:00:00" -0.0011930131598196332
"07.08.2016 00:00:00" -0.0013153918184193654
"07.08.2016 01:00:00" -0.001382266727660853
"07.08.2016 02:00:00" -0.0014690173822207856
"07.08.2016 03:00:00" -0.001636029500182302
"07.08.2016 04:00:00" -0.0017679196247427135
"07.08.2016 05:00:00" -0.0018499470891019795
"07.08.2016 06:00:00" -0.00203049231907548
"07.08.2016 07:00:00" -0.0020823857418986835
"07.08.2016 08:00:00" -0.0018675535265562189
"07.08.2016 09:00:00" -0.0014721266107369827
"07.08.2016 10:00:00" -0.0009602307175290714
"07.08.2016 11:00:00" -0.0004819370833921706
"07.08.2016 12:00:00" -0.00011518352059907691
"07.08.2016 13:00:00" 0.0001539812695974798
"07.08.2016 14:00:00" 0.0004189304369985778
"07.08.2016 15:00:00" 0.0006556122273593978
"07.08.2016 16:00:00" 0.0007834367719831485
"07.08.2016 17:00:00" 0.0007946993628342001
"07.08.2016 18:00:00" 0.0006650371153758166
"07.08.2016 19:00:00" 0.00036161272717940754
"07.08.2016 20:00:00" -3.8804211138150003e-05
"07.08.2016 21:00:00" -0.0003525407906139527
"07.08.2016 22:00:00" -0.0005628398732148845
"07.08.2016 23:00:00" -0.0007983064383754521
"08.08.2016 00:00:00" -0.001130612083328759
