Datetime Ts Tc Tw
"01.08.2016 00:00:00" 22.387058183637542 -0.5867203051556057 0.0
"01.08.2016 01:00:00" 22.232896279172568 -0.7578456323533183 -3.8502152482663074e-223
"01.08.2016 02:00:00" 22.164131887199936 -0.7262631338764987 -5.006682508697231e-190
"01.08.2016 03:00:00" 22.123210469082533 -0.6671806584872292 4.57073472659767e-155
"01.08.2016 04:00:00" 22.092544995778667 -0.5985419366547094 1.21041804904045e-121
"01.08.2016 05:00:00" 22.06726952826856 -0.6250814825863406 -5.360824778671222e-87
"01.08.2016 06:00:00" 22.114523176743223 -0.5791142743925017 -2.1768811256889763e-53
"01.08.2016 07:00:00" 22.110253601469143 -0.5537396488406179 6.208337021664931e-19
"01.08.2016 08:00:00" 22.353804502360056 -0.46910879848734016 0.12315491453785542
"01.08.2016 09:00:00" 22.9066044331062 -0.441124283661149 0.6477277167673461
"01.08.2016 10:00:00" 23.262465137878163 -0.5077378755187713 1.0697030522737165
"01.08.2016 11:00:00" 23.917417069685776 -0.4433608087124693 1.3612430341104333
"01.08.2016 12:00:00" 24.365221891835784 -0.5056858580369596 1.8709077498727427
"01.08.2016 13:00:00" 24.786934242878388 -0.36213921218571943 2.2482252301604455
"01.08.2016 14:00:00" 24.67377115313381 -0.37740198477065956 1.9518423326813208
"01.08.2016 15:00:00" 24.688071655715223 -0.33806249236767155 1.9257564767793882
"01.08.2016 16:00:00" 25.097811856744737 -0.3189428783855871 2.2171990723304145
"01.08.2016 17:00:00" 25.096804810473174 -0.4517009533543244 2.349048924929465
"01.08.2016 18:00:00" 24.45747235301569 -0.46366839901685564 1.7703329551517062
"01.08.2016 19:00:00" 23.957255540103265 -0.46768639099718845 1.2246695505887477
"01.08.2016 20:00:00" 22.9749719338659 -0.5746055482683731 0.4495774821372462
"01.08.2016 21:00:00" 22.570970386207907 -0.6214692025055429 6.420564654077232e-19
"01.08.2016 22:00:00" 22.40428087923938 -0.784666327322847 1.3378635820382218e-52
"01.08.2016 23:00:00" 22.163702139734664 -1.0718720987895232 -3.8394183216813245e-87
"02.08.2016 00:00:00" 22.125688886117235 -1.1100653353588874 -1.1478240340878678e-120
"02.08.2016 01:00:00" 21.99556726578859 -1.1733330792540877 1.9137630255842247e-155
"02.08.2016 02:00:00" 21.900850105423395 -1.185257594403485 9.72706399337969e-189
"02.08.2016 03:00:00" 21.79457434822073 -1.192046239179118 3.5988130314835276e-199
"02.08.2016 04:00:00" 21.80013527590828 -1.1857855143199487 6.835213374979333e-164
"02.08.2016 05:00:00" 21.762897773295485 -1.126342832983925 4.408788404845447e-131
"02.08.2016 06:00:00" 21.722853341431186 -1.0655958156438214 -8.162803217319107e-96
"02.08.2016 07:00:00" 21.812706903936554 -0.8943151229189819 -1.606000638328012e-62
"02.08.2016 08:00:00" 21.98408753929582 -0.7118613968619921 9.632363604007876e-28
"02.08.2016 09:00:00" 22.196614316335122 -0.528956763890814 0.02557008022593324
"02.08.2016 10:00:00" 22.49324394673669 -0.41933159248676266 0.21257453922380887
"02.08.2016 11:00:00" 22.906457210915242 -0.18150812845038944 0.18803640622847037
"02.08.2016 12:00:00" 22.95779463876272 -0.18363509652153837 0.14142973528285124
"02.08.2016 13:00:00" 22.850792156344312 -0.2192092270038966 0.17000138877592874
"02.08.2016 14:00:00" 22.747988151271148 -0.259244037700928 0.19072735608423663
"02.08.2016 15:00:00" 22.465936599289005 -0.33355553696851453 0.00038209933296552934
"02.08.2016 16:00:00" 22.193202993217103 -0.49867258622195654 -2.535835521303835e-39
"02.08.2016 17:00:00" 22.261928614971698 -0.4286404463744922 -1.857778634192128e-73
"02.08.2016 18:00:00" 21.99548130094758 -0.5123145544572238 1.9102258942586003e-107
"02.08.2016 19:00:00" 21.774010683511204 -0.7147642253407225 1.7171171607329134e-141
"02.08.2016 20:00:00" 21.661241044129063 -0.721906583960251 -1.4016688899766368e-175
"02.08.2016 21:00:00" 21.77120478094047 -0.5232479217152426 -1.5535363708334173e-209
"02.08.2016 22:00:00" 21.687474031416606 -0.5077147821967464 9.940893327757479e-244
"02.08.2016 23:00:00" 21.77765739559058 -0.5149586328282697 1.3808779359440611e-277
"03.08.2016 00:00:00" 21.61991854046095 -0.6731632310636395 -3.6109749251969186e-257
"03.08.2016 01:00:00" 21.330716587084066 -0.8594714172877975 -8.685210101229705e-223
"03.08.2016 02:00:00" 21.482861797056263 -0.7082783107583845 3.3471229495400374e-189
"03.08.2016 03:00:00" 21.337899413267525 -0.8525061875230402 1.083765506756944e-154
"03.08.2016 04:00:00" 21.336057679779447 -0.8050291744258046 -2.7511940389252456e-121
"03.08.2016 05:00:00" 21.413557577226616 -0.6792898487432921 -1.3343712590945005e-86
"03.08.2016 06:00:00" 21.255859324212093 -0.8351714463070637 1.6922265407972954e-53
"03.08.2016 07:00:00" 21.400674761450272 -0.6963737528145055 1.6224754771226082e-18
"03.08.2016 08:00:00" 21.959846374413306 -0.3778821390902726 0.1377275135035791
"03.08.2016 09:00:00" 22.485673625551335 -0.26434797995474024 0.4500226055069379
"03.08.2016 10:00:00" 23.08930003385982 -0.2542572883512106 0.9268102799395188
"03.08.2016 11:00:00" 24.076048547024914 -0.2641707115666174 1.7402192585901015
"03.08.2016 12:00:00" 25.120579244367693 -0.13909674623009452 2.642845974465263
"03.08.2016 13:00:00" 25.739131203265043 -0.13860743058628733 3.1777376338513244
"03.08.2016 14:00:00" 24.965774162584793 -0.12773660008786014 2.393448684326139
"03.08.2016 15:00:00" 24.831245583752153 -0.15377271522075456 2.1850192989729167
